aid,build_buguize,avg_height,std_dev_height,shape_coefficient_sum,jiaochakou,mean_kuai,shape_index,TotalDensity,value_x,duanbofushe,fengsu,jiangshuiliang,pingjundiwen,qiya,rizhaodanweishu,wendu,shidu,zhengfaliang,gdp,dengguang,ndvi,mean_SVF,zuidiqiwen,zuigaoqiwen,ydl,X,X2,Y,value_y,FID_1,gaodu,area,beijing_GF_midu,beijing_JT_midu,beijing_JZ_midu,beijing_LD_midu,beijing_SY_midu,beijing_TCC_midu,poi_hhd,p_cd,p_gyyd,p_gggl,p_gc,p_jt,p_ld,p_nd,p_sl,p_sy,p_sd,p_st,p_zzyd,landuse_hhd,road_length,road_density,population,population_density,bus_coverage_area,subway_coverage_area,wgarea,building_density,building_area,floor_area_ratio
479,0.48943147,30.3284516,14.34361993,11.93279426,0,30534.99994,29.77036001,0.023559142,40.40000153,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,17360,10.29935535,5727,0.911,-2.566583849,11.80700646,20002328.58,447553.0667,116.3849959,40.06499902,40.40000153,0,0,0.946584998,4.225716664,7.395004161,3.169287498,2.112858332,1.056429166,5.28214583,1.641230213,0,0,0.403592661,0,0,0,0.701654957,0.023751432,0,0,0,0.547518532,1.033441025,0.853573027,0.901739441,2423,2.559727869,1.514507133,0.474874075,0.946584998,0.02697365,0.217213847,0.229471043
480,0.382219487,35.12017246,14.88896851,38.70108418,1,21035.17621,43.45284875,0.020407552,40.40000153,5590.250977,1.797844768,597.434021,15.28611279,1012.397095,2544.024902,13.46179008,13.46179008,1392.672241,17231,9.021659533,7538,0.752753409,-2.824948311,11.62148285,21636756,448405.8621,116.3949959,40.06499902,40.40000153,0,0,0.94658293,21.12862949,6.338588847,5.282157372,0,11.62074622,5.282157372,1.442989529,0.001250074,0,0.349862623,0,0,0.001875062,0.447840027,0.014999742,0,0,0,0.612560981,1.110534314,0.856490303,0.904823314,5457,5.764946556,1.155954145,5.050838366,0.94658293,0.134778039,1.279477164,1.351679947
481,0.43952142,59.36899486,31.46919679,96.84832464,1,20577.84554,50.97477726,0.016831206,40.70000076,5589.740723,1.799713016,594.1647949,15.28485298,1012.434875,2545.910156,13.45272732,13.45272732,1392.151367,19000,21.79119396,6440.5,0.583062857,-2.827427626,11.61930847,21684904,449258.6573,116.4049959,40.06499902,40.70000076,0,0,0.946580895,399.3319557,84.51469962,40.14448232,2.11286749,649.7067533,75.00679591,1.176725883,0.006882048,0,0.007534554,0,0,0.002489718,0.010010647,0.018758497,0.079574522,0,0.001249934,0.719709434,0.653180018,3.841529118,4.058320993,38940,41.13753004,5.219994239,7.408811489,0.946580895,0.22956349,3.672807943,3.880078251
482,0.31844655,58.02108663,35.16849648,48.5524651,5,16043.71007,61.54900793,0.021009218,40.70000076,5589.470703,1.798727036,590.0165405,15.29952621,1012.780823,2547.542725,13.45976257,13.45976257,1392.023315,118852.678,27.35948022,5116,0.56422375,-2.895672321,11.53617859,21688044,450111.4522,116.4149959,40.06499902,40.70000076,0,0,0.946578894,189.1020401,68.66833858,25.35446348,1.056435978,159.5218327,59.16041478,1.419242489,0.002499899,0,0.163359459,0,0,0.009958305,0.043750164,0.016249774,0.002106143,0,0.002499871,0.640006105,0.874282252,6.867674434,7.255258358,25781,27.23597595,6.317411902,7.088391158,0.946578894,0.215819064,3.404782714,3.596934957
483,0.451923665,58.38836306,36.89867516,69.35446296,2,13332.0694,82.59024503,0.022513639,40.79999924,5590.443359,1.805050135,586.2493286,15.2743063,1012.494263,2551.145996,13.42063046,13.42063046,1390.871094,18994,23.97030512,4531,0.569867143,-2.96376729,11.45290565,21547064,450964.2469,116.4249959,40.06499902,40.79999924,0,0,0.946576927,199.6668147,60.21697587,17.95944894,2.112876346,184.8766803,53.87834683,1.359263512,0.003750057,0.000905661,0.235842302,0,0,0.001301629,0.048064284,0.041839084,0,0,0.008115651,0.620941988,0.990275461,2.292484132,2.421867749,26097,27.56986701,5.323596375,3.471112054,0.946576927,0.20227504,3.130549449,3.307231942
484,0.37818195,53.12774095,26.61619425,33.77649417,3,17210.45445,54.1479017,0.022628226,40.70000076,5590.15332,1.804923177,582.0473633,15.28316116,1012.734131,2553.029785,13.42060184,13.42060184,1390.613037,18387,19.39232504,5251,0.68320875,-3.138192415,11.23893261,21060706,451817.0413,116.4349959,40.06499902,40.70000076,0,0,0.946574995,158.4660496,28.52388892,7.395082313,3.169320991,121.490638,21.12880661,1.230818819,0,0,0.518488543,0.000625001,0,0.029980097,0.244266175,0.019385333,0,0,0.011177705,0.337561981,1.287879095,2.230688691,2.356589498,17702,18.70110673,3.522956217,2.00163311,0.946574995,0.172693613,2.547256915,2.691024937
485,0.660982245,26.31448578,4.739290372,18.15370547,0,16320.22579,67.08026393,0.029828777,40.5,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,9851,8.50772122,8148,0.901201429,-3.140074492,11.23617363,20555670,452669.8354,116.4449959,40.06499902,40.5,0,0,0.946573096,0,0,0,0,0,0,0,0,0,0.885502816,0.001249922,0,0.001864819,0.674373997,0.046842029,0,0,0.038818914,0.008003877,0.701575527,0.001977481,0.002089095,90,0.09507982,0.12011313,1.149887911,0.946573096,0.023997088,0.170616731,0.180246758
486,0.813329025,29.06870833,9.190942722,49.00390347,1,16043.58018,62.20632998,0.024722441,40.40000153,5589.89502,1.804781556,577.7095947,15.2917366,1012.972534,2554.991699,13.41991901,13.41991901,1390.355347,13964,24.06256986,5449,0.8146575,-2.566583849,11.80700646,20002328.58,453522.6293,116.4549959,40.06499902,40.40000153,0,0,0.946571231,4.225778125,4.225778125,0,5.282222657,2.112889063,3.169333594,1.567056442,0.000624958,0,0.148674491,0,0,0.001258009,0.30259959,0.014421739,0,0,0.05939866,0.732951539,1.114651331,2.352959789,2.485771502,239,0.252490243,0.321413062,0.376131271,0.946571231,0.083046224,0.653586145,0.690477509
487,0.662576334,31.32273696,9.649415213,7.762150755,0,22537.36665,57.57422248,0.029096159,40.59999847,5589.470215,1.804441214,568.6977539,15.30798626,1013.44519,2559.137451,13.41656494,13.41656494,1389.840454,118852.678,10.89802527,6051.811182,0.945457895,-3.415612459,10.89755249,21302782,454375.423,116.4649959,40.06499902,40.59999847,0,0,0.946569399,1.056446575,1.056446575,0,12.6773589,0,1.056446575,0.720124881,0.001250081,0,0.944501845,0,0,0,0.316710205,0.233059876,0,0,0.061227818,0.004161809,0.959703633,0.927084165,0.97941489,8,0.008451573,0.364872725,0,0.946569399,0.015744104,0.133250744,0.140772292
488,0.473108374,26.1896712,2.560394403,1.818473452,0,20577.55657,62.13261039,0.031974636,40.70000076,5589.09668,1.807088852,564.7466431,15.29945374,1013.369507,2561.65625,13.39714146,13.39714146,1389.190674,89050,8.552207708,8524,0.927125676,-3.58452487,10.68931961,21008786,455228.2164,116.4749959,40.06499902,40.70000076,0,0,0.946567602,0,0,0,0,0,0,0,0.001250014,0.363435296,0.494741228,0,0,0.003114507,0.525253228,0.068177903,0,0,0.032520864,0,1.375054415,0.223953222,0.236595064,8,0.008451589,0.1994224,0,0.946567602,0.030304495,0.228474069,0.241371106
489,0.330116417,27.13727481,3.686651778,1.007618763,0,20577.51824,44.81816899,0.025521842,41.29999924,5588.614746,1.811611295,561.1888428,15.27979279,1013.085999,2564.46875,13.36588383,13.36588383,1388.279419,96091,10.19554996,7942,0.9867475,-3.783714056,10.44362068,20999736,456081.0095,116.4849959,40.06499902,41.29999924,0,0,0.946565839,4.225802196,0,1.056450549,0,1.056450549,0,0.867563228,0.001875039,0.111612015,0,0,0,0.005010212,0.490854234,0.123087894,0,0,0.000624972,0.85453716,1.029131161,0,0,113,0.119378912,0.30874929,0,0.946565839,0.001519245,0.01115005,0.011779477
490,0.788856435,27.64911379,3.93750476,11.82440748,0,35057.92998,25.86852138,0.017717868,41.59999847,5588.228027,1.81515336,557.3546753,15.26515961,1012.904663,2567.231689,13.33953762,13.33953762,1387.49939,63466,6.093582988,8020,0.948068571,-3.932054758,10.25991821,20719060,456933.8025,116.4949959,40.06499902,41.59999847,0,0,0.946564109,3.169357437,3.169357437,0,0,0,3.169357437,1.098612288,0.001249989,0,0,0,0,0.000625033,0.478204224,0.075020851,0,0,0.002499911,1,0.57502799,0,0,143,0.151072705,0.400678827,0,0.946564109,0.01019806,0.076257183,0.08056209
491,0.532314599,29.57366086,8.936268938,7.042676063,0,15024.80022,65.14731302,0.028045307,43,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,60594,5.292072654,7838,0.96056625,-3.847012043,10.36201286,20514810,457786.5952,116.5049959,40.06499902,43,0,0,0.946562414,3.169363114,0,0,1.056454371,1.056454371,0,0.950270539,0.014374806,0,0.130463165,0.001245547,0,0.014377729,0.423616588,0.169321113,0,0,0.02372732,0.6148847,1.448374185,0,0,99,0.104588983,0.174510484,0,0.946562414,0.006469726,0.051745455,0.054666712
492,0.601429169,24.72834077,1.597572123,5.375379898,0,16902.87058,54.37092855,0.032473904,43.90000153,5588.004395,1.816761851,553.0328369,15.26092339,1012.929077,2569.82959,13.32368565,13.32368565,1386.981567,118852.678,6.746055722,8334,0.970347143,-3.959574223,10.22148037,20002328.58,458639.3876,116.5149959,40.06499902,43.90000153,0,0,0.946560752,5.282281129,0,0,0,4.225824904,0,0.686961576,0.003750151,0,0.169186955,0,0,0,0.613750572,0.205606473,0,0,0.026814394,0.157436577,1.334484863,0,0,261,0.275735075,0.063463188,0,0.946560752,0.004185849,0.027993614,0.029574028
493,0.519479698,31.88329611,14.19426053,18.57985762,1,12454.72532,101.2021596,0.033946329,43.70000076,5589.819336,1.811639547,546.3776855,15.29346657,1013.772522,2572.560059,13.33861923,13.33861923,1387.28064,20670,9.506463528,8389,0.94987375,-2.566583849,11.80700646,20593526,459492.1799,116.5249959,40.06499902,43.70000076,0,0,0.946559125,6.338748255,2.112916085,0,0,6.338748255,2.112916085,1.255482325,0.004372577,0,0.212993565,0,0,0,0.702784412,0.090579897,0,0,0.070557746,0.204099534,1.329967774,1.502730665,1.587571896,950,1.00363514,0.036408299,0,0.946559125,0.023053703,0.193845092,0.204789207
494,0.313308813,30.86395037,11.24930553,157.0186311,1,10756.33558,105.5065184,0.031868313,44.20000076,5589.492188,1.814998388,542.5480957,15.27781677,1013.588806,2575.474609,13.3103466,13.3103466,1386.502563,14664,18.43232441,5152,0.641754286,-4.051713943,10.1056366,20923454,460344.972,116.5349959,40.06499902,44.20000076,0,0,0.946557531,25.35503571,3.169379464,6.338758928,0,15.84689732,3.169379464,1.299741799,0.001250047,0,0.215267817,0,0,0.000625026,0.151398037,0.119459848,0,0,0.051321363,0.604254681,1.340037628,3.634766972,3.839985266,3440,3.634221785,0.899505712,3.950351272,0.946557531,0.185872268,1.550787284,1.638344457
495,0.501363842,37.49965255,20.21110921,81.35880933,2,13146.61071,90.52919873,0.023801684,44.40000153,5589.394531,1.815465808,538.0569458,15.27789402,1013.714233,2578.10376,13.29820538,13.29820538,1386.117554,22156,34.01102352,5020,0.71648375,-4.229911804,9.883930206,21104886,461197.7638,116.5449959,40.06499902,44.40000153,0,0,0.946555971,182.7678503,28.52446218,11.62107719,1.056461562,179.5984656,14.79046187,1.140716165,0.000624976,0,0.674233933,0,0,0.011249361,0.078164302,0.093124349,0,0,0,0.141241532,1.017606571,5.925194376,6.259740107,5143,5.433381815,4.648204874,4.890533334,0.946555971,0.181707435,1.868078327,1.973552948
496,0.759306516,47.63470943,30.68240901,94.02218803,1,14341.73402,81.1594264,0.028149162,44.40000153,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,23447,35.17419243,5937,0.673778571,-4.458675861,9.599877357,21623940,462050.5554,116.5549959,40.06499902,44.40000153,0,0,0.946554445,63.38779593,42.25853062,26.41158164,0,66.55718572,31.69389796,1.546232875,0.00248952,0.137463248,0.217956911,0,0,0.004374762,0.195537067,0.073771138,0,0,0,0.464690582,1.5110741,2.388474683,2.523335763,4145,4.379040235,8.735858731,5.063943995,0.946554445,0.167964648,2.199180923,2.323353859
497,0.361779337,43.99761346,28.32446681,60.49130945,2,19317.40721,51.23310406,0.020824667,44.29999924,5589.115723,1.818744302,534.2985229,15.26132298,1013.528687,2581.126221,13.26872063,13.26872063,1385.34021,118852.678,27.98682213,5976,0.62173375,-4.342514515,9.738380432,21654644,462903.3469,116.5649959,40.06499902,44.29999924,0,0,0.946552953,58.10557119,49.65385174,34.86334271,0,139.4533709,45.42799202,1.468809488,0.008125115,0.109127893,0.143067209,0,0.408509092,0.044926651,0.215713074,0.005625226,0.149971126,0,0,0.075025992,1.903000202,3.505270284,3.703195128,4594,4.853399892,2.895256278,3.242544676,0.946552953,0.289252834,3.429959551,3.62363198
498,0.367475229,38.5504331,18.7201259,47.30172968,0,17210.02718,48.70357601,0.019960869,44.20000076,5588.996582,1.820077777,530.1461182,15.25503349,1013.549011,2583.972412,13.24981785,13.24981785,1384.825317,25723,28.37650299,6051.811182,0.759725714,-4.2262187,9.876703262,22241092,463756.1381,116.5749959,40.06499902,44.20000076,0,0,0.946551495,25.35519739,25.35519739,26.41166395,0,84.51732465,24.29873084,1.444932988,0.008094077,0,0.210097589,0,0.689032167,0.061301992,0.36427451,0.006247617,0.012374153,0,0,0.001017606,1.255502998,2.109874299,2.229011638,2429,2.56615727,0.881665549,0.446637695,0.946551495,0.215554356,2.234321264,2.360485695
499,0.443815572,39.77546014,20.96001117,118.3931303,1,12620.66761,88.13670446,0.022289256,44.29999924,5588.694824,1.824218392,526.7637329,15.23204708,1013.258423,2587.20752,13.21361256,13.21361256,1383.918213,20481,54.39136696,4369,0.598969048,-4.195987225,9.909160614,20002328.58,464608.9292,116.5849959,40.06499902,44.29999924,0,0,0.946550071,15.84702222,34.86344887,26.41170369,0,43.31519406,31.69404443,1.561689866,0.010041439,0,0.081245324,0,0.460679707,0.013142957,0.028770021,0.058129695,0,0,0,0.22975948,1.269518191,6.356984394,6.715951527,1834,1.937562583,2.880146508,1.101509801,0.946550071,0.241609638,2.661998055,2.812316154
500,0.562477581,41.95851567,21.82722021,25.80493899,0,24909.1758,35.8632396,0.014983389,45,5588.278809,1.830213904,523.9387207,15.19773483,1012.760254,2590.71582,13.16571236,13.16571236,1382.749756,23105,97.74659348,4019,0.901801299,-2.566583849,11.80700646,21878290,465461.72,116.5949959,40.06499902,45,0,0,0.946548681,0,0,0,0,0,0,0,0.002499834,0,0,0,0.999998632,0.451208255,0.086055579,0,0,0,0,0,0.585136435,0,0,2,0.002112939,0.104410476,1.31435973,0.946548681,0.083163604,0.953070465,1.006890067
501,1.618785662,37.13026743,15.67319864,10.26371043,0,13522.10463,69.79288163,0.023997231,44.79999924,5588.704102,1.824752092,518.4764404,15.227561,1013.501526,2592.90625,13.18428898,13.18428898,1383.152954,155730,110.5823593,2341,0.958951136,-4.079427719,10.04712105,21501040,466314.5107,116.6049959,40.06499902,44.79999924,0,0,0.946547324,49.65414703,9.50824092,0,0,8.451769707,0,0.762516039,0,0,0,0,1,0.336817228,0.051469942,0,0,0,0,0,0.519228334,0,0,3332,3.520162083,0,1.724629717,0.946547324,0.002858029,0.028699145,0.030319821
502,1.316493417,26.05058597,1.137514924,4.918718707,0,24270.4103,46.41526072,0.021878307,44.79999924,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,119.6067696,2032,0.97062,-4.099640369,10.0170517,21856364,467167.3012,116.6149959,40.06499902,44.79999924,0,0,0.946546002,0,0,0,0,0,0,0,0.001249979,0,0,0,1,0.25762297,0.251590536,0,0,0,0,0,0.704941847,0,0,0,0,0.013677263,1.616013808,0.946546002,0.00390502,0.027215791,0.02875274
503,0.858318535,26.76345451,5.655322499,164.2523883,0,14341.58656,86.83232649,0.031091251,44.29999924,5590.363281,1.821394682,513.5151978,15.24157047,1014.030701,2596.166748,13.17840767,13.17840767,1383.072632,32832,19.38143349,1799,0.90247125,-4.043669224,10.08005524,20606986,468020.0915,116.6249959,40.06499902,44.29999924,0,0,0.946544713,2.112948255,5.282370638,1.056474128,0,3.169422383,2.112948255,1.479132807,0.01249984,0,0.299881652,0,0.610279145,0.000625028,0.564040915,0.073759594,0,0,0,0,1.237206316,2.289014847,2.418284964,518,0.547253598,1.691788106,0.351993903,0.946544713,0.051292669,0.369833536,0.390719562
504,0.789356486,27.26062538,8.142289608,376.7856751,0,9593.017576,107.5814012,0.030853022,43.70000076,5589.995605,1.827161074,511.1355286,15.20573425,1013.530396,2599.778076,13.12926197,13.12926197,1381.90686,13845,13.25245333,3815,0.636915385,-3.941938877,10.19883156,20587094,468835.3744,116.6345581,40.06460242,43.70000076,0,0,0.844185547,22.50690038,2.369147408,2.369147408,0,86.4738804,2.369147408,0.775714796,0.028033545,0.285423873,0.588518901,0,0,0.03994427,0.13915008,0.1206064,0,0,0,0,1.428234457,0.885441818,1.048871094,3704,4.387661,0.563272222,0,0.844185547,0.161339465,1.057581077,1.252782733
505,0.239899808,28.07630865,0,0.152912093,0,3260.608665,19.5170073,0.049078774,43.40000153,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,11.2433548,6051.811182,0.838675,-2.566583849,11.80700646,20002328.58,469392.9285,116.641112,40.06157643,43.40000153,0,0,0.074993999,0,0,0,0,0,0,0,5.12E-07,0,0.766258769,0,0,0,0.087731448,0.603775831,0,0,0,0,0.722141331,0,0,4,0.053337601,0.151401348,0,0.074993999,0.00892992,0.005226082,0.069686673
506,0,0,0,0,0,1936.087857,7.893124291,0.073021328,31.20000076,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,23.53930917,6051.811182,1,-2.566583849,11.80700646,20002328.58,424853.0818,116.1189978,40.05072752,31.20000076,0,0,0.030977406,0,0,0,0,0,0,0,0.095173873,0,0.761765557,0,0,0,0.73815603,0.019103413,0,0,0,0,0.730856006,0,0,7,0.22597115,0.030977406,0.000381981,0.030977406,0,0,0
507,2.060144231,27.01989977,2.725155175,6.341777663,1,21073.08098,23.13271829,0.025922431,31.79999924,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,5.20955356,7917,0.976482927,-2.566583849,11.80700646,20002328.58,425464.9771,116.1261348,40.05360144,31.79999924,0,0,0.590046267,18.64260585,1.69478235,0,1.69478235,5.084347051,0,0.918045918,0.005047652,0,0.918132883,0,0,0,0.778452621,0.016046141,0,0,0,0,0.366385298,0.728424545,1.234521063,151,0.255912135,0.38046025,1.838447038,0.590046267,0.001292411,0.005780475,0.009796648
508,1.071976816,26.88359861,3.72855876,31.9599883,0,18564.40252,42.71938403,0.027037367,32.29999924,5601.174805,1.772090077,608.0980835,15.17369175,1008.571167,2525.444336,13.39543819,13.39543819,1401.490845,134025,4.675200939,7856,0.889315,-1.44065094,13.22968197,13800070,426222.2929,116.1349959,40.05499902,32.29999924,0,0,0.946784528,6.337239172,1.056206529,0,0,4.224826115,0,0.916464885,0.007509416,0,0.65264362,0,0,0,0.695079557,0.054270942,0,0,0,0,0.726185188,1.021753555,1.079182775,429,0.453112601,0.701551543,2.374650929,0.946784528,0.016662104,0.120628905,0.127409037
509,0.719127555,28.66352417,9.015543329,112.6966158,2,15270.67114,63.180212,0.029373495,33,5602.144531,1.769891143,609.2561035,15.20595551,1009.377808,2525.766602,13.43431282,13.43431282,1401.627808,135137,5.743476391,6051.811182,0.868081579,-1.461577058,13.20956993,17090504,427075.2213,116.1449959,40.05499902,33,0,0,0.946781611,11.61830762,3.168629351,0,1.056209784,23.23661524,2.112419567,1.123512589,0.00625006,0,0.635538174,0.000624974,0,0,0.402578275,0.235046084,0,0,0.001249963,0,1.039398014,2.22524452,2.350325033,1499,1.583258466,0.606595618,1.393638305,0.946781611,0.069912788,0.538042666,0.568285928
510,0.570272654,31.23822657,17.47516563,111.4088517,2,11984.54084,78.47443425,0.035006482,34,5601.114258,1.768256664,610.762085,15.23044491,1009.884888,2525.087891,13.4607048,13.4607048,1401.630493,139146,11.8036778,7287.5,0.814144595,-1.487418294,13.18334579,17767932,427928.1494,116.1549959,40.05499902,34,0,0,0.946778727,26.40532502,5.281065004,2.112426001,2.112426001,48.58579803,2.112426001,1.12872568,0.005629927,0.112947847,0.755416797,0,0,0,0.213777876,0.39322778,0,0,0,0.005720842,1.213750814,4.789178195,5.058392272,2899,3.061961489,1.552361862,1.996765332,0.946778727,0.071568127,0.617201398,0.651896141
511,0.577116972,57.69674901,43.02771415,40.07904728,5,12457.57733,71.40183375,0.030138884,34.90000153,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,155168,22.8081727,6314.5,0.75214875,-1.513104677,13.15720844,18860226,428781.0771,116.1649959,40.05499902,34.90000153,0,0,0.946775877,20.06810742,22.18053978,30.63026922,1.05621618,108.7902665,22.18053978,1.356296572,0.004989456,0.523917732,0.241605406,0,0,0,0.3175276,0.110594568,0,0,0.021873878,0.10593719,1.637518246,5.212993396,5.506047971,3868,4.085444184,0.695458021,1.693310389,0.946775877,0.084915991,1.355970663,1.432198154
512,0.527181489,55.09374067,38.07630398,29.44870879,3,12623.64081,84.76771449,0.031955529,35.5,5599.849609,1.770355701,612.9797974,15.23303318,1009.975586,2524.964111,13.46420097,13.46420097,1401.109253,118852.678,25.00222635,6198,0.687235714,-1.518355012,13.15601063,20002328.58,429634.0044,116.1749959,40.05499902,35.5,0,0,0.946773061,21.12438643,41.19255354,34.85523761,2.112438643,46.47365015,40.13633422,1.623340747,0.004374992,0.684503028,0.015781978,0,0,0,0.291767246,0.136868992,0,0,0,0.169506366,1.28115624,5.093944957,5.380323086,2856,3.016562382,1.022884376,2.258407933,0.946773061,0.145750849,2.268797152,2.396347388
513,0.685212402,27.19473005,7.283377383,26.80325119,6,11138.47387,102.7217697,0.038187225,36.5,5598.828613,1.769536734,614.2885132,15.25146294,1010.373352,2524.602539,13.48384857,13.48384857,1400.980591,120839,18.6938231,6075,0.91329875,-2.566583849,11.80700646,19726188,430486.9313,116.1849959,40.05499902,36.5,0,0,0.946770279,1.056222425,2.11244485,0,0,7.393556976,0,0.801818552,0.010007749,0.01635271,0.896674071,0,0,0,0.398781055,0.362428524,0,0,0,0.009762972,0.990787732,6.250198339,6.601599647,184,0.194344926,1.25279485,2.553541901,0.946770279,0.026301605,0.193483343,0.204361446
514,0.722327459,27.49524186,7.813625914,6.047367542,5,15520.77919,66.06685987,0.036245227,37.09999847,5597.574707,1.772460103,616.2756958,15.24800682,1010.354553,2524.800049,13.48055744,13.48055744,1400.328003,90415,7.389108562,6463,0.951332857,-1.503169656,13.17973614,19432860,431339.8579,116.1949959,40.05499902,37.09999847,0,0,0.946767531,1.056225491,1.056225491,0,0,1.056225491,0,1.098612288,0.000625042,0,0.370236321,0,0,0,0.565493758,0.150107801,0,0,0,0.570496628,1.299701166,7.942923175,8.38951793,180,0.190120588,0.516034039,1.882156683,0.946767531,0.005356024,0.056355029,0.059523618
515,0.561547382,25.53358826,2.557819874,24.56625444,3,24276.02094,36.4303607,0.025384585,37.70000076,5596.498535,1.773427725,617.5491333,15.255023,1010.539185,2524.877686,13.4878006,13.4878006,1399.937134,127889,7.936732006,6856,0.89868625,-1.533464789,13.14755249,19306730,432192.7841,116.2049959,40.05499902,37.70000076,0,0,0.946764817,4.224914075,0,0,0,2.112457038,0,0.636514168,0,0,0.245659403,0,0,0,0.639393584,0.158751959,0,0,0,0.728477267,1.153768003,4.655175691,4.916929325,271,0.286237929,0.101823126,2.56834836,0.946764817,0.030497397,0.209860983,0.221661156
516,0.755932975,28.56895243,11.18632076,25.69050361,1,28689.76171,21.45906797,0.02094996,38.5,5595.464355,1.774349451,618.550293,15.26174641,1010.720581,2525.064209,13.49440479,13.49440479,1399.546143,118852.678,12.80546594,6853,0.880082857,-1.624451637,13.04079437,20333214,433045.71,116.2149959,40.05499902,38.5,0,0,0.946762137,2.112463018,0,0,0,2.112463018,0,0.69314718,0.000624963,0,0.693944725,0,0,0,0.549562173,0.053813755,0,0,0,0.241685256,1.08761661,4.080695469,4.310159132,683,0.721406121,0.320468149,2.504859072,0.946762137,0.026559854,0.210893323,0.222752173
517,1.182748354,31.68693284,14.53494371,65.75662617,1,19724.15605,37.4805475,0.021394026,39,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,150510,12.01012111,7586,0.847528409,-1.735566974,12.9091835,21055526,433898.6355,116.2249959,40.05499902,39,0,0,0.94675949,5.281172306,0,3.168703383,0,12.67481353,0,0.937636962,0.003749899,0,0.672879625,0,0,0.000624993,0.357426915,0.0124489,0,0,0.002489793,0.283929813,1.086880741,1.823124113,1.925646515,935,0.987579221,0.103375993,2.021133026,0.94675949,0.035575012,0.302774797,0.319801175
518,0.424979658,44.14348878,22.0347753,34.00040221,2,26298.80216,39.94785227,0.017882457,39.29999924,5594.541504,1.774283648,619.0332031,15.27359009,1011.002075,2525.248779,13.5059433,13.5059433,1399.285767,239355,14.70968676,6311,0.828139437,-1.821176887,12.80865669,20002328.58,434751.5606,116.2349959,40.05499902,39.29999924,0,0,0.946756878,7.393661629,2.112474751,5.281186878,0,15.84356063,0,1.171585209,0,0,0.484294481,0,0,0,0.717976447,0.017551504,0,0,1.03E-05,0.462186451,1.016804267,3.499238515,3.696026506,3553,3.752811395,1.51670514,3.876376937,0.946756878,0.087859636,1.05575834,1.115131418
519,0.593728792,34.67096913,16.70676541,52.25102875,3,21038.98443,38.84690722,0.0239421,40.5,5595.263672,1.77923882,619.2736206,15.26059532,1010.958252,2527.322266,13.49290466,13.49290466,1398.379395,249556,30.17357445,4479,0.7420375,-1.774802446,12.86975193,21749820,435604.4854,116.2449959,40.05499902,40.5,0,0,0.946754299,7.393681765,11.61864277,4.224961008,2.112480504,33.79968807,9.506162269,1.441952486,0.002500002,0,0.542331135,0,0,0.000625039,0.556477718,0.01062538,0.038487982,0,0,0.27733537,1.206946615,4.698353589,4.96259018,1970,2.080793297,1.994766519,4.978886494,0.946754299,0.112747895,1.122689546,1.185829889
520,0.449804875,43.95165961,34.37431387,53.91373747,5,26298.65986,21.61287413,0.021469554,41.20000076,5594.284668,1.781034231,619.5268555,15.26127434,1011.026733,2527.955078,13.49179077,13.49179077,1397.857544,251468,27.26522748,6051.811182,0.702255714,-2.566583849,11.80700646,21513492,436457.4099,116.2549959,40.05499902,41.20000076,0,0,0.946751755,13.73116018,10.56243091,3.168729273,0,14.78740327,6.337458545,1.494654681,0.001250012,0,0.238765165,0,0,0,0.44119589,0.000627244,0.000905532,0,0,0.663132298,0.994721333,3.56742339,3.768066308,2641,2.789538003,3.503295465,4.307456189,0.946751755,0.126604797,1.551302942,1.638553014
521,0.528003845,32.46379048,22.79576272,107.3325154,3,17213.62263,48.37136769,0.018290535,41.20000076,5593.28125,1.783775568,619.6837158,15.25636959,1010.988708,2528.817139,13.48445797,13.48445797,1397.204468,118852.678,27.21553739,4380,0.61768875,-1.834753513,12.80027294,21752646,437310.334,116.2649959,40.05499902,41.20000076,0,0,0.946749244,11.61870481,6.33747535,3.168737675,1.056245892,29.57488497,6.33747535,1.380505461,0,0,0,0,0,0.004361557,0.377278384,0.028127878,0,0,0,0.978882577,0.512802475,2.376919253,2.510611196,2007,2.119885505,1.463713045,2.924122862,0.946749244,0.198459953,1.798364116,1.89951471
