aid,build_buguize,avg_height,std_dev_height,shape_coefficient_sum,jiaochakou,mean_kuai,shape_index,TotalDensity,value_x,duanbofushe,fengsu,jiangshuiliang,pingjundiwen,qiya,rizhaodanweishu,wendu,shidu,zhengfaliang,gdp,dengguang,ndvi,mean_SVF,zuidiqiwen,zuigaoqiwen,ydl,X,X2,Y,value_y,FID_1,gaodu,area,beijing_GF_midu,beijing_JT_midu,beijing_JZ_midu,beijing_LD_midu,beijing_SY_midu,beijing_TCC_midu,poi_hhd,p_cd,p_gyyd,p_gggl,p_gc,p_jt,p_ld,p_nd,p_sl,p_sy,p_sd,p_st,p_zzyd,landuse_hhd,road_length,road_density,population,population_density,bus_coverage_area,subway_coverage_area,wgarea,building_density,building_area,floor_area_ratio
1030,0.545111431,32.24191496,11.91887716,84.68695598,0,21540.29855,41.09059337,0.02556976,45.29999924,5576.513672,1.818426132,505.4274597,15.2902317,1014.350891,2593.898682,13.26358223,13.26358223,1385.018677,87128.0,10.1806798,7583.0,0.916244156,-3.735435009,10.3351059,20329984.0,468831.9594,116.6349959,39.97499902,45.29999924,0,0,0.947773136,8.440838523,0.0,1.055104815,0.0,25.32251557,0.0,0.681088644,0.005000054,0.0,0.058907078,0.0,0.0,0.0,0.599075743,0.069360843,0.203862281,0.0,0.118747784,0.0,1.262562669,1.141410372,1.20430758,1235,1.303054447,0.0,0.0,0.947773136,0.07333005,0.640132072,0.675406432
1031,0.98788053,29.98773321,11.03244969,71.88703402,0,39490.49628,13.02464643,0.016657869,44.90000153,5576.595215,1.821148515,501.7670593,15.27375793,1014.260437,2597.250244,13.23470879,13.23470879,1384.369995,12395.0,11.99173367,5325.0,0.93895679,-3.19058013,10.99440098,20177986.0,469685.8706,116.6449959,39.97499902,44.90000153,0,0,0.947771911,4.220424719,0.0,2.110212359,0.0,5.275530899,0.0,1.036198785,0.000624995,0.0,0.70632065,0.0,0.0,0.001874892,0.738919906,0.017509886,0.0,0.0,0.0,0.0,0.556360834,0.0,0.0,263,0.277492925,0.501440426,0.0,0.947771911,0.034135908,0.274205325,0.289315733
1032,0.542402336,75.83376297,36.31084834,0.815923707,0,23694.26798,36.59009226,0.020487038,44.79999924,5576.692383,1.823828697,498.212738,15.25685692,1014.169312,2600.618652,13.20561218,13.20561218,1383.721924,12870.0,17.74222183,8067.0,0.989,-2.566583849,11.80700646,20002328.58,470539.7816,116.6549959,39.97499902,44.79999924,0,0,0.947770719,3.165322519,2.110215012,0.0,2.110215012,1.055107506,0.0,1.320888343,0.003761173,0.0,0.723982086,0.0,0.0,0.009377782,0.722979824,0.009999842,0.0,0.0,0.010625605,0.0,0.627480331,2.233475151,2.356556397,409,0.43153897,1.089140396,0.0,0.947770719,0.00461455,0.067487016,0.071206057
1033,0.940051803,37.35710539,13.4552275,3.866518519,0,19342.23595,63.3895669,0.026582459,45.0,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,10.38819957,8576.0,0.98935875,-2.954880953,11.27428436,19181318.0,471393.6925,116.6649959,39.97499902,45.0,0,0,0.947769562,1.055108795,0.0,0.0,1.055108795,0.0,0.0,0.69314718,0.001875125,0.001092399,0.306727554,0.0,0.0,0.0,0.846394617,0.062411347,0.0,0.0,0.024356627,0.0,0.786478892,1.368494282,1.443910352,343,0.361902317,0.260258483,0.0,0.947769562,0.000496526,0.00502285,0.005299653
1034,0.562011174,32.04641937,13.12469224,26.25349385,0,9872.587899,106.6883471,0.031975958,44.79999924,5578.203613,1.823764086,494.2376404,15.2506218,1014.394104,2604.359863,13.18573093,13.18573093,1383.221313,11953.0,14.20615125,6051.811182,0.835038571,-2.916790724,11.3115263,19273360.0,472247.6032,116.6749959,39.97499902,44.79999924,0,0,0.947768438,9.495990409,5.275550227,2.110220091,0.0,23.212421,3.165330136,1.262175092,0.09869091,0.728508259,0.208613579,0.0,0.0,0.06558843,0.403207838,0.019467324,0.0,0.0,0.002518123,0.0,1.422930807,0.972872448,1.026487493,1364,1.439170102,1.48821222,0.0,0.947768438,0.10704718,0.92059808,0.971332282
1035,0.641261188,27.2539743,4.532959788,599.0318006,0,9113.147586,123.8005709,0.027357557,44.40000153,5578.525391,1.823434591,490.257843,15.24917793,1014.611633,2607.410889,13.17318249,13.17318249,1382.968018,13710.0,12.50653505,7489.0,0.59467375,-2.827860832,11.4107523,19163714.0,473101.5137,116.6849959,39.97499902,44.40000153,0,0,0.947767349,34.81867152,4.220445033,2.110222516,1.055111258,55.92089668,0.0,0.954731829,0.048170848,0.297574204,0.345704014,0.0,0.0,0.021885307,0.151886438,0.000622594,0.0,0.001249994,0.002479139,0.254362325,1.619926375,0.0,0.0,1752,1.848554924,2.485153279,0.0,0.947767349,0.229610482,1.695398722,1.788834278
1036,0.621486529,27.64534723,3.698442964,37.88130508,2,14808.84834,59.25290498,0.030582442,43.79999924,5578.452148,1.828765035,487.7780151,15.21501446,1014.208435,2611.150879,13.12708759,13.12708759,1381.929932,12595.0,9.809365392,5781.0,0.934764286,-2.622178316,11.65278244,19467084.0,473955.4241,116.6949959,39.97499902,43.79999924,0,0,0.947766294,4.220449732,0.0,0.0,0.0,4.220449732,0.0,0.69314718,0.025643232,0.00294984,0.489795771,0.0,0.0,0.003781108,0.639796814,0.059929022,0.0,0.0,0.006895468,0.414724403,1.335565187,1.361973887,1.437035582,270,0.284880357,0.000123999,0.0,0.947766294,0.025882986,0.191942051,0.202520444
1037,0.634219874,26.1882186,2.052752166,12.19287816,1,11495.67821,14.39818408,0.034721478,43.59999847,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,8.887115717,5858.0,0.954711111,-2.566583849,11.80700646,20002328.58,474523.0321,116.7016394,39.97583395,43.59999847,0,0,0.287391955,3.479568519,0.0,0.0,0.0,3.479568519,0.0,0.69314718,0.002061005,0.085717662,0.701272456,0.0,0.0,0.0,0.737239482,0.041471379,0.0,0.0,0.0,0.0,0.828916413,0.177975095,0.619276539,11,0.038275254,0.0,0.0,0.287391955,0.011089374,0.023935089,0.083283781
1063,0.444702351,57.74916634,28.22221378,134.1835256,0,9772.78344,125.0619379,0.028058028,42.20000076,5570.802734,1.79009974,608.6289673,15.29283142,1010.513184,2529.366455,13.46512413,13.46512413,1394.435913,261070.0,37.68474134,4757.0,0.557387143,-3.081800222,11.22228241,23121406.0,444060.2925,116.3449959,39.96499902,42.20000076,0,0,0.947959994,147.6855573,40.08607985,46.41546088,2.109793676,126.5876206,35.86649249,1.457793353,0.028145415,0.0,0.323705961,0.0,0.0,0.01375722,0.155045781,0.009999743,0.114994849,0.0,0.002500018,0.283307435,1.480642667,10.60491467,11.18709095,23114,24.38288552,2.825564601,11.90460392,0.947959994,0.268322432,4.177875297,4.407227441
1064,0.525891248,51.31439663,23.81206223,219.8021678,2,14148.62358,89.62994198,0.018697426,42.20000076,5570.498047,1.791631103,605.3898926,15.29646683,1010.652283,2531.241699,13.4651289,13.4651289,1394.040405,267237.0,39.02955055,6051.811182,0.51352875,-3.301454067,10.95369625,23533446.0,444914.3349,116.3549959,39.96499902,42.20000076,0,0,0.94795778,160.3446939,55.90966299,49.58026718,3.164697905,159.2897946,51.69006578,1.490370968,0.0,0.0,0.446613126,0.0,0.0,0.007500493,0.091838469,0.004375077,0.0,0.0,0.007500076,0.411379773,1.041846048,7.038288782,7.424685921,23482,24.7711454,3.27073471,13.71271551,0.94795778,0.295268652,4.139348199,4.366595525
1065,0.449197328,53.66483175,28.42815402,148.7318954,2,14148.59105,59.81364528,0.020321814,42.09999847,5570.164551,1.794138074,602.1751709,15.29435158,1010.68573,2533.318848,13.45887089,13.45887089,1393.514038,118852.678,38.33163071,6183.0,0.525698571,-3.784592628,10.3617115,23173586.0,445768.3769,116.3649959,39.96499902,42.09999847,0,0,0.9479556,158.2352591,87.55684338,59.07449674,7.384312092,267.9450388,78.06272783,1.496432658,0.003750005,0.0,0.217266694,0.0,0.0,0.0,0.090668234,0.006875085,0.026692602,0.001875126,0.015004254,0.537683731,1.109648626,7.438199584,7.84656959,25280,26.66791567,3.927387285,13.02766158,0.9479556,0.279285033,4.131298848,4.358114291
1066,0.506648221,72.80595433,39.95651221,151.128172,2,12311.08382,87.01353305,0.024759699,42.40000153,5569.868164,1.796660662,598.7801514,15.29185867,1010.71698,2535.479004,13.45192242,13.45192242,1392.987671,267763.0,38.50046476,5442.0,0.5689375,-3.760510921,10.39126301,20002328.58,446622.4187,116.3749959,39.96499902,42.40000153,0,0,0.947953454,277.4397823,129.7532062,77.00800042,6.329424692,583.3619758,117.0943568,1.363471878,0.0068521,0.0,0.121436409,0.0,0.0,0.000625036,0.086210145,0.014999526,0.133309609,0.0,0.030610021,0.466280789,1.300187511,12.1392234,12.80571672,25714,27.12580442,4.416586054,14.938354,0.947953454,0.242422423,4.835117422,5.100585266
1067,0.428900182,66.82901562,32.00954015,141.6615405,0,12810.15328,85.40726573,0.019503265,42.29999924,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,267237.0,38.93299548,6016.0,0.539537349,-2.566583849,11.80700646,23027420.0,447476.4602,116.3849959,39.96499902,42.29999924,0,0,0.947951343,159.2908762,108.6553659,56.96494912,5.274532326,225.7499836,91.77686247,1.541669939,0.0043957,0.0,0.101893468,0.0,0.0,0.0,0.049995081,0.000625039,0.133418778,0.0,0.013750037,0.508966116,1.08237657,12.11285734,12.77793152,20645,21.77854397,5.673490822,15.49051727,0.947951343,0.270358522,4.967822774,5.240588363
1068,0.426260312,65.54263966,31.9653995,125.9773901,1,9978.413315,110.7697494,0.026081673,42.40000153,5571.11377,1.799639463,595.9537354,15.28512764,1010.850952,2538.365723,13.44537926,13.44537926,1392.324707,186077.0,42.05986849,5198.0,0.536225316,-3.7565341,10.3958025,22993996.0,448330.5014,116.3949959,39.96499902,42.40000153,0,0,0.947949265,214.1464818,111.8203304,89.66724607,0.0,297.4842752,105.4908777,1.496851583,0.004364506,0.0,0.333741024,0.0,0.0,2.27e-06,0.066876867,0.007502463,0.01116053,0.0,0.023773712,0.395927332,1.113493898,7.68398538,8.105903622,24616,25.96763446,3.998337222,18.11645928,0.947949265,0.239394978,4.226537492,4.458611498
1069,0.475735614,65.98306502,34.01936926,148.7623919,2,12639.29629,66.93320979,0.02145831,42.29999924,5571.07666,1.799294949,591.515625,15.29820156,1011.188843,2540.329346,13.45366478,13.45366478,1392.19165,176000.0,39.75566292,5716.0,0.532638272,-4.102240562,9.971237183,23090788.0,449184.5423,116.4049959,39.96499902,42.29999924,0,0,0.947947221,247.9040971,129.7540593,92.83217252,2.109822103,564.3774125,120.2598599,1.374780642,0.006260207,0.0,0.151115609,0.0,0.0,0.0,0.03754715,0.001250051,0.212897491,0.001249969,0.048738841,0.402309181,1.300184013,7.961230668,8.398390214,27064,28.5501127,4.195079988,19.3850647,0.947947221,0.261092551,4.661598186,4.917571443
1070,0.478718113,54.02126186,23.24693912,141.487577,3,12639.26949,78.20036761,0.028813238,42.20000076,5570.935059,1.800845981,587.4136963,15.30008316,1011.318237,2542.591553,13.45005703,13.45005703,1391.796753,118852.678,35.64084816,5632.0,0.531691429,-3.87481308,10.2490015,23274574.0,450038.583,116.4149959,39.96499902,42.20000076,0,0,0.947945212,233.1358366,103.3815022,88.61271616,2.109826575,429.3497081,87.55780288,1.402134989,0.00187495,0.0,0.411962162,0.0,0.0,0.0,0.141249041,0.004375078,0.074245912,0.0,0.011260028,0.205733151,1.246217903,9.514586661,10.0370639,21860,23.06040447,4.428128507,19.08457425,0.947945212,0.240261222,3.584183958,3.781003283
1071,0.45630927,65.68007378,36.53444554,117.4683255,0,8102.078944,126.3216595,0.031146317,42.20000076,5570.89209,1.801435471,582.9765015,15.30694008,1011.549377,2544.808838,13.45128441,13.45128441,1391.532959,183669.0,41.08807818,5572.0,0.54861375,-3.834816456,10.29658127,23014998.0,450892.6234,116.4249959,39.96499902,42.20000076,0,0,0.947943236,156.1274919,69.62442208,52.7457743,2.109830972,220.4773366,61.18509819,1.465865462,0.00312501,0.0,0.262794455,0.0,0.0,0.0,0.098095701,0.013091463,0.00607522,0.000625021,0.043114719,0.439639984,1.186201827,7.583271093,7.999710111,23057,24.32318636,4.76510335,18.62926234,0.947943236,0.219658851,3.884928325,4.098271052
1072,0.501886792,66.15994096,36.92605833,121.9219324,0,6869.139819,135.3346148,0.03321261,42.79999924,5570.878418,1.802010179,578.4481201,15.31337643,1011.779053,2547.091309,13.45174599,13.45174599,1391.269287,197149.0,50.05301348,4536.0,0.549745714,-3.850420237,10.2756052,23119540.0,451746.6635,116.4349959,39.96499902,42.79999924,0,0,0.947941295,175.1163293,82.28357643,51.69096468,4.219670586,273.2236704,68.56964702,1.447093925,0.005000028,0.0,0.252132898,0.0,0.0,0.001250078,0.13433832,0.041252891,0.002205251,0.0,0.019365535,0.49298715,1.22197004,8.787507831,9.27009708,23000,24.26310587,6.118332749,14.34410611,0.947941295,0.219151306,3.895496828,4.109428345
1073,0.507377142,73.04299315,42.36364831,115.2628212,2,7464.089667,156.0982255,0.030479238,42.90000153,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,192336.0,46.23188019,5416.0,0.55893625,-3.693456173,10.46582031,20002328.58,452600.7033,116.4449959,39.96499902,42.90000153,0,0,0.947939388,300.6521342,87.55834083,59.07550707,1.054919769,470.494217,79.11898268,1.304994426,0.004989671,0.0,0.038149344,0.0,0.0,0.0,0.112542599,0.026289924,0.000288952,0.001250056,0.053757657,0.702659436,0.90836622,9.065475653,9.563349482,21950,23.15548893,4.641714044,9.647692865,0.947939388,0.199641862,4.026541257,4.247677972
1074,0.494762945,65.02156841,41.6665288,80.53628866,4,9385.519945,137.1836865,0.037308901,43.29999924,5570.755371,1.804468274,574.3007202,15.30861092,1011.80072,2549.663818,13.4402523,13.4402523,1390.743896,180534.0,35.64008268,6360.0,0.687178571,-2.566583849,11.80700646,22578570.0,453454.7429,116.4549959,39.96499902,43.29999924,0,0,0.947937514,90.72327942,50.63624898,24.26320264,4.219687415,240.5221826,43.251796,1.327272839,0.006262399,0.0,0.365689379,0.0,0.0,0.0,0.339806837,0.025010916,0.17901421,0.00062497,0.010625166,0.169117588,1.520077453,6.377313412,6.727567287,11765,12.41115561,3.70743117,6.417863015,0.947937514,0.109100709,1.999512092,2.109329003
1075,0.433100788,44.23110549,28.93580806,60.34481636,0,11560.19116,119.3081946,0.036812586,42.90000153,5570.863281,1.804052472,569.4009399,15.3195982,1012.131287,2551.956299,13.44467926,13.44467926,1390.611572,118852.678,39.26590474,6051.811182,0.7324,-3.475474834,10.73045158,22248286.0,454308.7823,116.4649959,39.96499902,42.90000153,0,0,0.947935675,26.37309751,15.82385851,8.439391204,2.109847801,41.14203212,13.71401071,1.533426527,0.000624975,0.0,0.606520693,0.0,0.0,0.0,0.4524715,0.061844006,0.0,0.0,0.036257235,0.086047478,1.170157028,8.278496745,8.733184076,3318,3.500237502,1.808089819,4.998325971,0.947935675,0.084868722,1.059372996,1.117557893
1076,0.419133438,62.49485401,43.48478454,94.92804192,2,8539.944776,137.1542523,0.038333901,42.90000153,5570.995605,1.803612947,564.4477539,15.33017159,1012.460876,2554.307129,13.44823647,13.44823647,1390.47937,183869.0,37.58876822,6764.5,0.612961429,-3.373941898,10.85191059,22630800.0,455162.8214,116.4749959,39.96499902,42.90000153,0,0,0.94793387,155.0741087,47.47166592,26.37314773,2.109851819,114.9869241,45.3618141,1.442239484,0.006872642,0.0,0.324666599,0.0,0.0,0.0,0.312109563,0.016302005,0.0,0.004375063,0.036885197,0.436164327,1.337375393,5.249220261,5.537538457,10086,10.63998272,1.908696514,8.265610553,0.94793387,0.142466502,2.397651987,2.529345203
1077,0.533450152,43.70344322,25.62296149,170.1916804,2,14148.24029,61.99876516,0.020918603,43.0,5572.213379,1.808079839,560.750061,15.31123924,1012.381775,2557.908203,13.42224503,13.42224503,1389.561646,180889.0,32.7633489,5492.0,0.57017,-3.312802553,10.92344475,21577852.0,456016.8603,116.4849959,39.96499902,43.0,0,0,0.947932099,233.1390616,52.74639402,51.69146614,1.05492788,554.892065,40.08725945,1.121100623,0.001249991,0.0,0.184071965,0.0,0.0,0.006874643,0.112348417,0.001249992,0.177721382,0.0,0.013760117,0.435803914,1.336044369,2.318681766,2.446042041,12856,13.56215283,5.001104634,8.156854372,0.947932099,0.252709967,3.011208973,3.176608299
1078,0.404571219,47.26254223,33.10023453,136.360064,3,13940.15238,55.56164603,0.024028564,43.20000076,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,178988.0,25.81608454,4652.0,0.545047143,-3.530367851,10.65286255,21619590.0,456870.8989,116.4949959,39.96499902,43.20000076,0,0,0.947930362,144.5253844,44.30705216,31.6478944,1.054929813,346.0169788,37.97747328,1.192053477,0.004374847,0.0,0.394345897,0.0,0.0,0.0,0.21913876,0.003750116,0.034047513,0.0,0.011239682,0.404415618,1.275974798,1.315511589,1.387772395,7971,8.408845543,4.400964832,6.394951522,0.947930362,0.267926477,3.423311496,3.611353358
1079,0.505952386,37.55896188,20.50998619,47.65438598,0,12472.74552,78.69090142,0.032807636,43.79999924,5572.307617,1.808496356,555.9033813,15.31582451,1012.6073,2560.480469,13.41809368,13.41809368,1389.299438,176470.0,18.2762723,4176.0,0.7565225,-4.011428356,10.05881214,21682096.0,457724.9373,116.5049959,39.96499902,43.79999924,0,0,0.947928659,17.93383905,4.219726834,5.274658543,5.274658543,34.81274638,4.219726834,1.414594316,0.009374924,0.0,0.86726273,0.0,0.0,0.021187432,0.519617026,0.042479682,0.0,0.00187512,0.015635075,0.039152682,0.926961997,0.0,0.0,1144,1.206841875,0.869718802,1.093358192,0.947928659,0.09341691,0.980648895,1.034517614
1080,0.501570447,33.09422335,12.95215859,49.47465451,0,13541.81415,61.40575426,0.029441435,44.0,5572.626953,1.806030631,550.3440552,15.33621502,1013.142517,2562.767822,13.42958927,13.42958927,1389.430298,118852.678,17.83736293,7904.0,0.72076625,-4.274294376,9.731879234,20002328.58,458578.9754,116.5149959,39.96499902,44.0,0,0,0.94792699,71.73548248,4.219734263,10.54933566,2.109867132,125.5370943,4.219734263,1.027671837,0.003127371,0.0,0.850749982,0.0,0.0,0.03756117,0.515976648,0.015003246,0.0,0.0,0.001874881,0.0,0.695014902,0.0,0.0,3359,3.543521848,0.02833876,0.328930091,0.94792699,0.124290257,1.122484952,1.184147053
1081,0.467579804,58.18094032,38.01591549,56.6414745,4,16066.53145,46.32994869,0.022003423,44.29999924,5572.624023,1.808287621,545.9163818,15.32928181,1013.160767,2565.675781,13.41208172,13.41208172,1388.906738,165670.0,23.22569116,6925.5,0.616057143,-2.566583849,11.80700646,21583774.0,459433.0134,116.5249959,39.96499902,44.29999924,0,0,0.947925355,80.17508928,25.31844924,15.82403078,1.054935385,106.5484739,18.98883693,1.356676396,0.001249921,0.0,0.345973223,0.0,0.0,0.0,0.166560496,0.0,0.0,0.0,0.016242702,0.484579554,1.092098536,5.069283918,5.347766983,14963,15.78499817,3.274363482,1.699438704,0.947925355,0.153701022,2.526161268,2.664936911
1082,0.380172623,64.42225157,27.83307353,45.45980258,4,19345.38275,45.04132735,0.01947459,44.70000076,5572.845215,1.807659745,540.8008423,15.33813286,1013.48877,2568.29248,13.41031933,13.41031933,1388.776367,174132.0,31.77764734,4730.5,0.588185,-4.141501904,9.88964653,22222286.0,460287.0511,116.5349959,39.96499902,44.70000076,0,0,0.947923755,72.7906645,20.04380617,12.659246,0.0,58.02154417,14.76912033,1.370924176,0.000622778,0.0,0.0,0.0,0.0,2.41e-06,0.188064012,0.0,0.0,0.0,0.005618098,0.894096882,0.448075824,5.159310824,5.442748743,15673,16.53403021,4.260190466,2.662230053,0.947923755,0.184148388,3.256166939,3.435051525
1083,0.622920142,44.1951595,28.48973913,110.9922494,3,14362.45739,89.78838518,0.021615912,44.79999924,5572.812012,1.810801625,536.6158447,15.32500935,1013.402954,2571.408447,13.38535309,13.38535309,1388.122681,163697.0,29.76994165,5035.5,0.635232857,-3.562349081,10.59428024,22238158.0,461141.0886,116.5449959,39.96499902,44.79999924,0,0,0.947922188,30.5932284,16.87902256,14.76914474,0.0,58.02164006,11.60432801,1.422393941,0.003750121,0.0,0.386851083,0.0,0.0,0.002502557,0.151308018,0.001874951,0.0,0.0,0.009374614,0.527042511,1.082180995,4.404440697,4.64641587,9873,10.41541186,2.768299409,2.634573804,0.947922188,0.197393789,2.388553029,2.519777529
1084,0.693112897,40.99352719,27.75460143,66.56887405,4,15798.67759,57.11275284,0.023695855,44.29999924,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,157924.0,20.18367402,6063.0,0.76034875,-3.814585447,10.27916431,21994744.0,461995.1259,116.5549959,39.96499902,44.29999924,0,0,0.947920655,29.53833725,10.54940616,10.54940616,0.0,29.53833725,7.384584311,1.451653553,0.012499693,0.0,0.498795987,0.0,0.0,0.003120494,0.29176787,0.014916757,0.0,0.0,0.004999841,0.428806869,1.231430652,4.977273897,5.250728391,2966,3.128953867,2.938246279,2.312562557,0.947920655,0.095159054,1.150479678,1.21368774
1085,0.753232167,51.19650843,35.72166519,40.57464958,3,15046.33582,52.59202961,0.023027128,43.79999924,5572.796875,1.813909292,532.4578857,15.31145668,1013.316711,2574.566162,13.35961914,13.35961914,1387.46936,118852.678,14.2990071,6051.811182,0.8898,-4.462156296,9.478937149,21282090.0,462849.163,116.5649959,39.96499902,43.79999924,0,0,0.947919157,5.274711418,5.274711418,3.164826851,1.054942284,11.60436512,2.109884567,1.549416186,0.008125177,0.0,0.665614114,0.0,0.0,0.000624976,0.462403377,0.021329862,0.0,0.0,0.008739854,0.271901514,1.148907608,3.000106513,3.164939216,1212,1.278590048,2.221846842,1.351726299,0.947919157,0.048992212,0.706524104,0.745342151
1086,0.730752283,33.04872575,9.667666479,16.91996763,3,14811.21394,57.94210591,0.032449143,43.20000076,5573.209473,1.81127727,526.9638062,15.32980824,1013.849976,2577.080566,13.36669636,13.36669636,1387.601929,164370.0,17.75244649,7488.0,0.91590875,-4.82562542,9.026638031,20002328.58,463703.1999,116.5749959,39.96499902,43.20000076,0,0,0.947917692,2.109887827,0.0,0.0,0.0,0.0,0.0,-1e-10,0.006874988,0.0,0.885163726,0.0,0.0,0.003749891,0.486777014,0.118110844,0.0,0.0,0.040037631,0.0,0.894751653,2.4666069,2.602131936,55,0.058021915,0.451407761,1.516960982,0.947917692,0.024850185,0.220969505,0.233110435
1087,0.603757196,31.36838016,6.935694067,19.45306889,0,17885.21249,59.24107362,0.022428138,43.0,5574.409668,1.815974474,523.2249146,15.30375385,1013.666077,2581.137207,13.32727242,13.32727242,1386.562988,94926.0,16.86114248,7355.5,0.910016901,-2.566583849,11.80700646,21280232.0,464557.2366,116.5849959,39.96499902,43.0,0,0,0.947916262,1.054945506,0.0,0.0,0.0,3.164836517,0.0,0.562335144,0.00312498,0.0,0.998160637,0.0,0.0,0.006250346,0.648787127,0.009382276,0.0,0.0,0.014374747,0.0,0.437069931,0.0,0.0,115,0.121318733,0.104110637,1.117751451,0.947916262,0.017715054,0.148945477,0.157129362
1088,0.996013437,29.15095455,5.550743957,74.41353723,0,20606.8449,38.75146785,0.022837012,43.59999847,5574.572754,1.817017555,518.7514038,15.29975319,1013.784912,2584.167725,13.3109684,13.3109684,1386.17334,91257.0,11.50594107,7006.5,0.823763636,-4.981050968,8.829018593,20557622.0,465411.2731,116.5949959,39.96499902,43.59999847,0,0,0.947914865,6.329682358,3.164841179,1.05494706,5.274735298,2.109894119,1.05494706,1.585934113,0.004375067,0.0,0.96331589,0.0,0.0,0.000624968,0.527936651,0.0,0.0,0.0,0.008130397,0.0,0.440737883,1.163479205,1.227408966,614,0.647737495,0.990424918,0.836364519,0.947914865,0.039350877,0.30976193,0.326782437
1089,0.823098905,35.13420536,19.41647186,14.33634298,0,17553.95376,52.29049501,0.027364298,45.0,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,90650.0,9.830537637,6898.0,0.893757143,-5.567309856,8.102769852,20094146.0,466265.3094,116.6049959,39.96499902,45.0,0,0,0.947913503,24.26381724,5.274742879,4.219794303,9.494537182,3.164845727,5.274742879,1.507600265,0.030605086,0.0,0.988607475,0.0,0.0,0.001250078,0.636349252,0.001270569,0.0,0.0,0.033111554,0.0,0.535338219,0.0,0.0,1828,1.928445997,0.086093147,0.413365925,0.947913503,0.041522137,0.411378613,0.433983282
1090,0.434227226,32.02002982,9.974408957,5.604478632,1,11559.90457,106.2184781,0.030587817,45.70000076,5574.88916,1.816120982,513.8917847,15.30607986,1014.109741,2587.000244,13.30536366,13.30536366,1386.046021,118852.678,10.02356195,6677.0,0.967146988,-4.703274727,9.15430069,20108478.0,467119.3455,116.6149959,39.96499902,45.70000076,0,0,0.947912175,1.054950054,0.0,0.0,0.0,9.494550486,0.0,0.325082973,0.00876822,0.585446932,0.289156027,0.0,0.0,0.013114138,0.501275898,0.0,0.0,0.0,0.060017758,0.0,1.285604552,2.786735222,2.939866473,824,0.869278845,0.0102774,0.066454923,0.947912175,0.039762167,0.336328506,0.354809776
1091,0.736524174,28.49040224,3.71893494,22.99625258,1,14362.28607,90.46969806,0.02483972,46.09999847,5575.222656,1.815185666,509.1129761,15.31195641,1014.43396,2589.858398,13.29935837,13.29935837,1385.919189,95631.0,10.25801913,7338.5,0.909661644,-3.935428143,10.08751106,20755844.0,467973.3815,116.6249959,39.96499902,46.09999847,0,0,0.947910881,6.329708966,5.274757472,3.164854483,0.0,12.65941793,4.219805978,1.485942698,0.066239496,0.508013055,0.005210239,0.0,0.0,0.038755595,0.401321576,0.042498593,0.437563697,0.0,0.017490472,0.0,1.610276904,1.427301855,1.505734225,1318,1.39042607,0.633733091,0.0,0.947910881,0.060154115,0.473753168,0.499786613
1092,0.922271512,26.63478428,2.782116823,24.036814,0,18586.46315,72.63626569,0.022848392,45.59999847,5575.366699,1.817063451,505.1104126,15.30121517,1014.447449,2593.079346,13.27627087,13.27627087,1385.400146,96761.0,9.455153942,7142.0,0.978674026,-3.649125576,10.42993164,19886450.0,468827.4173,116.6349959,39.96499902,45.59999847,0,0,0.94790962,3.164858691,2.109905794,0.0,0.0,1.054952897,2.109905794,1.320888343,0.008775781,0.000619753,0.000553169,0.0,0.0,0.003125161,0.701013906,0.04684924,0.12232861,0.0,0.1175001,0.0,0.96935231,1.113489474,1.174678946,177,0.186726663,0.072694387,0.0,0.94790962,0.016613659,0.126852925,0.13382386
1093,0.69250626,27.064601,5.67547285,106.0856312,0,18958.16789,57.857148,0.023268739,45.5,5575.390137,1.820802689,501.6622925,15.27925873,1014.25354,2596.546631,13.24174309,13.24174309,1384.619995,8787.0,8.099392414,7378.5,0.8284575,-3.398171425,10.72863674,20002328.58,469681.4529,116.6449959,39.96499902,45.5,0,0,0.947908394,4.219817046,0.0,0.0,0.0,9.494588353,0.0,0.61724177,0.013114196,0.74379866,0.096292652,0.0,0.0,0.004369235,0.483454823,0.010021523,0.0,0.0,0.010000014,0.0,0.96964419,0.0,0.0,281,0.296442147,0.756408207,0.0,0.947908394,0.051020623,0.37395083,0.394501021
