aid,build_buguize,avg_height,std_dev_height,shape_coefficient_sum,jiaochakou,mean_kuai,shape_index,TotalDensity,value_x,duanbofushe,fengsu,jiangshuiliang,pingjundiwen,qiya,rizhaodanweishu,wendu,shidu,zhengfaliang,gdp,dengguang,ndvi,mean_SVF,zuidiqiwen,zuigaoqiwen,ydl,X,X2,Y,value_y,FID_1,gaodu,area,beijing_GF_midu,beijing_JT_midu,beijing_JZ_midu,beijing_LD_midu,beijing_SY_midu,beijing_TCC_midu,poi_hhd,p_cd,p_gyyd,p_gggl,p_gc,p_jt,p_ld,p_nd,p_sl,p_sy,p_sd,p_st,p_zzyd,landuse_hhd,road_length,road_density,population,population_density,bus_coverage_area,subway_coverage_area,wgarea,building_density,building_area,floor_area_ratio,Mean patch size,Percent cover of landscape,Administrative fraction,Sport and cultural fraction
246,0.735661119,32.47286793,14.02908413,44.54600928,5,11396.10281,100.7415293,0.033813895,41.09999847,5597.583984,1.818757415,553.314209,15.24145222,1013.136169,2573.388428,13.26896667,13.26896667,1386.535522,118852.678,20.77348916,6825,0.802204286,-4.035831928,10.18900871,19851468,458669.6412,116.5149959,40.11499902,41.09999847,0,0,0.945876533,5.286102176,6.343322611,1.057220435,1.057220435,3.171661305,0,1.391739769,0.001885312,0,0.155027629,0.000622774,0,0.000635336,0.46616175,0.221203283,0,0,0,0.692797576,1.253874121,8.338860188,8.816013396,598,0.63221782,2.967386026,0,0.945876533,0.053750645,0.470185392,0.497089605,11396.10281,44.54600928,0.692797576,1.057220435
247,0.812412342,39.88439441,20.12953032,43.65812072,2,9852.863636,103.1073729,0.040541759,41.40000153,5597.255371,1.819865942,549.3015137,15.23830128,1013.165161,2575.818359,13.25317955,13.25317955,1386.021973,18438,27.32143195,6381,0.80634875,-2.566583849,11.80700646,19822190,459521.8097,116.5249959,40.11499902,41.40000153,0,0,0.945874909,5.286111252,6.343333503,4.228889002,0,4.228889002,3.171666751,1.582681629,0.034344943,0,0.582028122,0,0,0,0.431291431,0.148670493,0,0,0.001875095,0.318486444,1.453053292,6.434435688,6.802628578,761,0.804546133,2.067468836,0,0.945874909,0.052084194,0.556570883,0.588419121,9852.863636,43.65812072,0.318486444,0
257,0,0,0,0,0,7401.572033,7.223583014,0.056874286,35.59999847,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,23.53930917,6162,0,-2.566583849,11.80700646,20002328.58,427524.7715,116.1496429,40.10514882,35.59999847,0,0,0.066614148,0,0,0,0,0,0,0,0,0,0.34908647,0,0,0,0.528736795,0.017752837,0,0,0,0,0.77590165,0.076887493,1.154221656,6,0.090070956,0.083234885,0,0.066614148,0,0,0,7401.572033,0,0,0
258,0.62518708,25.98929109,2.877001049,6.803320517,0,18550.87208,68.54774222,0.023534562,36.20000076,5610.763672,1.775048971,607.7927246,15.21459675,1010.312317,2532.078125,13.4548769,13.4548769,1401.025146,132687,8.151058833,6051.811182,0.955335294,-2.47697258,12.00294781,18577132,427980.8512,116.1549959,40.10499902,36.20000076,0,0,0.946094476,0,0,0,0,0,0,0,0.000625016,0,0.100039095,0,0,0,0.798112038,0.109962632,0,0,0,0,0.657655036,0,0,34,0.035937214,0.371301204,0,0.946094476,0.013357277,0.093258657,0.098572246,18550.87208,6.803320517,0,0
259,0.570858457,28.26897637,9.266189633,12.6927996,0,15509.69889,87.84153179,0.026927824,36.70000076,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,147089,4.727933854,7873,0.916108,-2.45764184,12.03264427,18202348,428833.1551,116.1649959,40.10499902,36.70000076,0,0,0.946091632,0,0,0,0,3.170940211,0,-1.00E-10,0.010000154,0,0.085124578,0,0,0,0.719862861,0.131932284,0,0,0,0,0.75960795,1.224033221,1.29377872,198,0.209282054,0.207690566,0,0.946091632,0.012941561,0.098892168,0.104527051,15509.69889,12.6927996,0,0
260,1.251209689,27.55378188,7.921508087,14.15143865,3,13913.07092,85.73550923,0.029298116,37.5,5609.484375,1.777097225,609.682312,15.21718216,1010.40509,2531.943115,13.45733738,13.45733738,1400.505981,118852.678,10.85826261,7176,0.9422775,-2.11366725,12.46026993,20002328.58,429685.4587,116.1749959,40.10499902,37.5,0,0,0.946088823,9.512848884,1.056983209,0,1.056983209,3.170949628,1.056983209,1.169992996,0.018750439,0,0.130735099,0.001250038,0,0,0.623986084,0.185499532,0,0,0.073658154,0.110488212,1.39122217,2.752595934,2.909447684,353,0.373115073,0,0,0.946088823,0.014233122,0.106009613,0.112050381,13913.07092,14.15143865,0.110488212,1.056983209
261,0.764472237,27.00302313,5.130649227,12.07508837,1,6103.780946,211.5989842,0.057881449,38.29999924,5608.240723,1.779090405,611.34198,15.21951008,1010.494812,2531.909424,13.45920181,13.45920181,1399.986694,135590,13.42666435,7941,0.947214286,-2.566583849,11.80700646,18622976,430537.7618,116.1849959,40.10499902,38.29999924,0,0,0.946086047,2.113972621,0,0,1.056986311,3.170958932,0,1.011404264,0.066834149,0,0.200044996,0.000625035,0,0,0.310444215,0.23199625,0,0,0.265084852,0.121831814,1.81787013,1.53389768,1.621308849,123,0.130009316,0.146545059,0,0.946086047,0.02211677,0.156809683,0.165745689,6103.780946,12.07508837,0.121831814,1.056986311
262,0.708744545,35.60166659,17.64583505,63.48165385,0,9958.771627,124.8350838,0.040632387,39.09999847,5607.170898,1.77913034,612.3005371,15.23236656,1010.788025,2531.751465,13.47161198,13.47161198,1399.729126,134977,12.85615873,7671,0.80368375,-2.134626865,12.44033909,19011954,431390.0646,116.1949959,40.10499902,39.09999847,0,0,0.946083305,15.85484061,6.341936245,5.284946871,1.056989374,20.08279811,4.227957496,1.493862656,0.039383484,0,0.49716358,0,0,0.000625022,0.363992148,0.19117362,0,0,0.139928994,0,1.43878619,0,0,2800,2.959570248,0.954381772,0,0.946083305,0.041160686,0.401270359,0.424138505,9958.771627,63.48165385,0,1.056989374
263,0.735437495,28.02333736,7.623517593,305.5048094,2,16035.26435,62.598697,0.022162635,39.70000076,5606.002441,1.781024575,613.4625854,15.23419476,1010.871216,2531.924805,13.472229,13.472229,1399.209473,132334,13.03026676,6571,0.633681429,-1.967842579,12.6504631,18361272,432242.367,116.2049959,40.10499902,39.70000076,0,0,0.946080596,33.82375679,4.227969599,4.227969599,0,73.98946798,1.0569924,0.931254789,0.01190412,0,0.466983043,0,0,0.00125001,0.143779852,0.03132685,0,0,0.093852567,0.389687981,1.393345501,2.286359097,2.416664189,6643,7.021600512,2.453878593,0,0.946080596,0.180208934,1.370232065,1.448324879,16035.26435,305.5048094,0.389687981,0
264,0.703383676,26.60238285,5.083704886,99.0990914,0,18550.54749,60.19710978,0.028093242,40.29999924,5606.738281,1.785261273,613.3896484,15.22745228,1010.929199,2533.76123,13.46287441,13.46287441,1398.446045,135977,6.639319301,6566,0.77741,-2.049371004,12.55599117,18005796,433094.6691,116.2149959,40.10499902,40.29999924,0,0,0.946077922,13.74094004,1.056995388,1.056995388,0,15.85493081,1.056995388,1.048016408,0.002499864,0,0,0,0,0,0.449163482,0.045630475,0,0,0.029402644,0.969204087,0.649353902,0,0,1463,1.546384252,0.369554337,0,0.946077922,0.060312517,0.435262265,0.460070207,18550.54749,99.0990914,0.969204087,0
265,0.83205125,27.03921807,6.237141475,170.1815291,0,12129.17028,91.51986792,0.030861369,40.79999924,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,5.576690316,6018,0.730047143,-2.151041985,12.43666363,18684654,433946.9708,116.2249959,40.10499902,40.79999924,0,0,0.946075282,20.08296842,0,5.284991688,1.056998338,9.512985039,0,1.062638425,0.003125047,0,0,0,0,0.003750106,0.430732813,0.11623417,0,0,0.03735782,0.956072405,0.817671004,0,0,758,0.80120474,0,0,0.946075282,0.087468236,0.637517645,0.673855091,12129.17028,170.1815291,0.956072405,1.056998338
266,0.870641953,30.78858787,13.84043905,16.78665785,0,9653.802807,136.2735604,0.037743204,41.09999847,5605.775879,1.785163522,613.4995117,15.23964405,1011.212646,2533.91333,13.47313595,13.47313595,1398.188477,128828,13.99741304,7837,0.92795375,-2.374263525,12.16813564,20002328.58,434799.2722,116.2349959,40.10499902,41.09999847,0,0,0.946072675,4.228005,2.1140025,1.05700125,0,4.228005,0,1.263654431,0.01125051,0,0,0,0,0.011873003,0.359890501,0.111277652,0,0,0.093257381,0.875857663,1.052590572,0,0,847,0.895280059,0.070610808,0,0.946072675,0.010641573,0.091236303,0.096436887,9653.802807,16.78665785,0.875857663,0
267,0.589973684,29.33615905,10.72083865,39.45581949,0,14554.92465,69.1912187,0.031665191,41.09999847,5604.783691,1.785983443,613.5582275,15.24623489,1011.389404,2534.285156,13.47715855,13.47715855,1397.799927,147683,13.38847089,7420,0.827621429,-2.424950361,12.11096573,19356814,435651.5732,116.2449959,40.10499902,41.09999847,0,0,0.946070102,5.285020621,0,2.114008249,2.114008249,8.456032994,0,1.218195072,0.00622913,0,0,0,0,0.006874616,0.31059766,0.080001845,0,0,0.061250231,0.863941863,0.928509567,0.751418837,0.794252809,1113,1.17644559,0.339662159,0,0.946070102,0.064055603,0.50285405,0.531518805,14554.92465,39.45581949,0.863941863,2.114008249
268,0.400283372,45.52718587,34.41953275,10.52675195,1,14554.88559,82.46036999,0.032848791,41,5603.762207,1.787726402,613.5599976,15.24723721,1011.459412,2534.877197,13.47494316,13.47494316,1397.280273,98438,11.13614583,6051.811182,0.90539375,-2.566583849,11.80700646,22286782,436503.8739,116.2549959,40.10499902,41,0,0,0.946067563,15.85510441,11.62707657,2.114013922,0,3.171020883,11.62707657,1.402989136,0.004395535,0,0.108366697,0,0,0.001252391,0.575109702,0.109310828,0,0,0.080005297,0.788781422,1.222371833,2.143338546,2.265523763,2055,2.172149305,0.479983836,0,0.946067563,0.026997459,0.336085512,0.355244725,14554.88559,10.52675195,0.788781422,0
269,0.753920597,38.36469513,25.04582067,68.24205432,6,20129.0438,60.96618218,0.020126047,40.79999924,5602.643066,1.791348577,613.7303467,15.23727226,1011.319397,2535.803223,13.46091366,13.46091366,1396.498779,19880,22.42858291,5975,0.74098,-2.505919218,12.01647377,21760920,437356.1742,116.2649959,40.10499902,40.79999924,0,0,0.946065058,11.62710736,8.456078077,1.05700976,0,53.90749774,4.228039039,0.996412579,0.003124942,0,0.283712362,0,0,0.003124912,0.213233226,0.005041132,0.110084842,0,0,0.499674951,1.339238592,5.097538417,5.388147857,1957,2.0685681,1.977289097,0,0.946065058,0.048341486,0.525819492,0.555796335,20129.0438,68.24205432,0.499674951,0
270,0.454405021,33.79926731,16.64834087,52.86650232,3,17850.23749,57.24382789,0.019939798,41.40000153,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,18.90933561,5419,0.76295375,-2.130408525,12.48145294,21763074,438208.4743,116.2749959,40.10499902,41.40000153,0,0,0.946062587,6.342075124,4.228050083,3.171037562,0,7.399087645,0,1.335085165,0.003749934,0,0.053390276,0,0,0,0.105566706,0.025599768,0,0,0,0.774829339,0.706241127,3.057738131,3.232067489,2264,2.393076347,2.171802914,1.771271129,0.946062587,0.07247373,0.675843172,0.714374695,17850.23749,52.86650232,0.774829339,0
271,0.433318554,36.71848016,28.26298215,50.18780875,1,15016.82778,83.93116596,0.021864813,41.40000153,5601.699707,1.793052077,613.1507568,15.23791313,1011.382996,2536.609619,13.45740032,13.45740032,1395.979126,17855,17.61916733,5593,0.751369014,-2.784053564,11.68439484,21622362,439060.774,116.2849959,40.10499902,41.40000153,0,0,0.94606015,10.57015244,7.399106707,3.171045731,0,19.02627439,1.057015244,1.305362915,0.001250021,0,0.003637152,0,0,0.001874901,0.106226768,0.090638781,0,0,0,0.749836372,0.712226769,5.811654999,6.143007926,2892,3.056888085,3.309499911,4.622875579,0.94606015,0.072757045,0.705895134,0.746141917,15016.82778,50.18780875,0.749836372,0
272,0.628886097,38.86528293,19.00733956,52.70071449,5,18550.15189,45.44797328,0.022231748,41.5,5600.795898,1.79474318,612.2799072,15.23838711,1011.443604,2537.522705,13.45324993,13.45324993,1395.459351,17766,15.34205222,6970,0.727575,-2.813894272,11.65194035,21761560,439913.0734,116.2949959,40.10499902,41.5,0,0,0.946057746,8.456143433,3.171053787,12.68421515,1.057017929,95.13161362,2.114035858,0.821526279,0.005624981,0,0,0,0,0.003124994,0.328049405,0.074998156,0,0,0,0.942633416,0.66276316,4.229009451,4.470138812,2633,2.783128207,3.406692178,10.20720344,0.946057746,0.104660328,1.086572361,1.148526467,18550.15189,52.70071449,0.942633416,1.057017929
273,0.461717739,33.03008344,16.93807262,18.90075731,2,22001.28783,38.22988312,0.023690255,41.29999924,5600,1.795475006,610.8912354,15.24409199,1011.604614,2538.428467,13.45405102,13.45405102,1395.070557,18832,18.47647882,5861,0.904616667,-2.884156466,11.56968784,20002328.58,440765.3724,116.3049959,40.10499902,41.29999924,0,0,0.946055377,23.25445269,10.57020577,9.51318519,0,57.07911114,0,1.120098527,0.000624984,0,0.344185701,0,0,0.002499986,0.549363925,0.046869133,0,0,0,0.603711731,1.163861211,3.335764645,3.525971869,1893,2.000939952,2.950939248,7.319664223,0.946055377,0.02849963,0.259659547,0.274465485,22001.28783,18.90075731,0.603711731,0
274,0.65107576,36.04998424,23.56373726,105.3328428,1,16311.25933,40.61415274,0.01532598,41.40000153,5601.036133,1.798412442,607.9672852,15.24162102,1011.740723,2540.923096,13.44242859,13.44242859,1394.444336,17764,16.18436074,3837,0.62838,-2.923854113,11.52466488,21397844,441617.6712,116.3149959,40.10499902,41.40000153,0,0,0.946053041,53.90818251,6.342139118,21.14046373,0,93.0180404,6.342139118,1.188771708,0.009370343,0,0.437330966,0,0,0.030607773,0.185780275,0.003094189,0,0,0,0.528756637,1.179697157,1.80352332,1.906365967,7984,8.43927312,0.550821561,6.806710445,0.946053041,0.088092027,0.854523049,0.903250676,16311.25933,105.3328428,0.528756637,0
275,0.582897936,29.91020768,12.19415376,53.75130537,0,14120.16029,55.09859335,0.019263146,40.79999924,5600.16748,1.800991297,606.4842529,15.23627853,1011.690063,2542.24585,13.43058491,13.43058491,1393.794312,118852.678,8.213307619,6721,0.771675714,-2.566583849,11.80700646,21287482,442469.9696,116.3249959,40.10499902,40.79999924,0,0,0.946050739,16.91241213,2.114051517,10.57025758,1.057025758,16.91241213,0,1.292551725,0.003125008,0,0,0,0,0.005624915,0.160985647,0.005653927,0,0,0.001250056,0.933875539,0.442702663,1.126623928,1.190870512,2053,2.170073882,1.393815383,3.994009338,0.946050739,0.064991864,0.536711254,0.56731762,14120.16029,53.75130537,0.933875539,1.057025758
276,0.551683288,30.60112193,17.71533443,20.61095062,0,24257.65311,50.69935334,0.01932783,40.59999847,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,17014,6.419363618,6404,0.88281,-2.902564287,11.55416012,21042254,443322.2678,116.3349959,40.10499902,40.59999847,0,0,0.946048471,1.057028292,0,1.057028292,0,4.22811317,0,0.867563228,0.003749873,0,0,0,0,0.001875046,0.387602288,0.000624994,0,0,0.002479295,0.998591094,0.42097471,1.117273679,1.180989889,773,0.81708287,0.608191924,0.510814449,0.946048471,0.039173497,0.355675125,0.37595867,24257.65311,20.61095062,0.998591094,0
277,0.616959395,39.77561598,25.39036937,67.69817122,2,11000.53764,94.87188529,0.031159378,40.5,5599.541992,1.800711036,604.053772,15.24695396,1011.947083,2543.328857,13.4348774,13.4348774,1393.536987,17155,9.446090102,6623,0.73402027,-2.723948956,11.77628422,21448056,444174.5656,116.3449959,40.10499902,40.5,0,0,0.946046237,11.62733868,6.342184732,4.228123155,8.456246309,22.19764656,3.171092366,1.58276507,0.004375027,0,0,0,0,0.005000119,0.263219626,0.068074556,0,0,0.074394786,0.951054857,0.825552394,2.072887838,2.191106266,3481,3.679524175,1.66328529,1.266504583,0.946046237,0.100255422,1.124041853,1.188146846,11000.53764,67.69817122,0.951054857,8.456246309
278,0.647617419,51.39306067,39.11501848,31.47117235,1,20128.59652,45.77438994,0.019848237,40.40000153,5598.817383,1.802326322,601.8317871,15.2466898,1011.995117,2544.737305,13.42740631,13.42740631,1393.017944,17410,9.958192587,6646,0.832067105,-2.889980793,11.57557201,21200454,445026.8632,116.3549959,40.10499902,40.40000153,0,0,0.946044037,62.36496158,5.285166236,22.19769819,0,142.6994884,4.228132989,1.03524363,0.003750181,0,0,0,0,0,0.412599036,0.018815063,0,0,0.002489713,0.962822638,0.512372524,3.254458874,3.440071231,8742,9.240584646,1.019443115,0.323341514,0.946044037,0.090302317,1.392488472,1.471906611,20128.59652,31.47117235,0.962822638,0
279,0.4076533,56.9892924,42.12165035,58.66392095,0,14120.02791,70.56285922,0.018522221,41.20000076,5598.197754,1.802984595,599.142395,15.25165272,1012.144409,2546.128662,13.42491817,13.42491817,1392.630005,118852.678,13.84921908,6051.811182,0.5751125,-3.096433878,11.32502079,20002328.58,445879.1605,116.3649959,40.10499902,41.20000076,0,0,0.94604187,174.4108852,21.14071336,39.11031971,11.62739235,300.1981296,17.96960635,1.196407505,0.005625044,0,0.322587545,0,0,0.035002678,0.057493325,0.033054133,0,0,0.00501958,0.605217376,1.118854396,0,0,19532,20.64602066,2.832635482,0,0.94604187,0.22831591,3.513308423,3.713692315,14120.02791,58.66392095,0.605217376,11.62739235
280,0.523299691,32.92024619,12.96385572,79.69658304,1,24895.78257,42.96731419,0.019983282,41.5,5597.478027,1.805537581,596.685791,15.24566174,1012.084961,2547.840576,13.41067219,13.41067219,1391.980225,19654,16.24046397,6555,0.770641429,-3.130350351,11.28572464,21009116,446731.4575,116.3749959,40.10499902,41.5,0,0,0.946039738,49.68078838,8.456304405,22.19779906,1.057038051,87.7341582,6.342228304,1.262338583,0.00812475,0,0.203723108,0,0,0,0.364312435,0.028821212,0,0,0,0.706031499,1.079072264,4.138352104,4.374395641,6847,7.237539533,2.495004488,0,0.946039738,0.123664793,1.130576425,1.1950623,24895.78257,79.69658304,0.706031499,1.057038051
281,0.390653311,37.07015639,14.89367762,127.5850597,2,24257.37535,34.62937137,0.016412739,41.59999847,5596.862305,1.807131529,593.788269,15.24488163,1012.126953,2549.530518,13.40141106,13.40141106,1391.461548,18892,12.02925277,7434,0.63735,-3.108350277,11.31469345,21172460,447583.7542,116.3849959,40.10499902,41.59999847,0,0,0.946037639,60.25130255,7.399282769,35.93937345,0,167.0123825,3.171121187,1.050428821,0.000624971,0,0.099833548,0,0,0.007499694,0.117508538,0.008125073,0,0,0,0.795680134,0.743925586,3.84258727,4.061769968,12495,13.20771974,2.446383205,0,0.946037639,0.194418499,1.938602463,2.049181114,24257.37535,127.5850597,0.795680134,0
282,0.420381793,30.24912786,12.44960456,194.5209909,0,20565.99074,49.64741109,0.01322113,41.29999924,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,17917,12.04544735,5027,0.572521429,-2.566583849,11.80700646,21047702,448436.0506,116.3949959,40.10499902,41.29999924,0,0,0.946035574,23.25493946,3.171128108,35.9394519,1.057042703,26.42606757,1.057042703,1.295429571,0,0,0.183475595,0,0,0.001249933,0.130528777,0.003756872,0,0,0,0.753388075,0.819567321,3.430020248,3.625677873,14213,15.02374794,1.097879966,0,0.946035574,0.186779945,1.527032736,1.614138811,20565.99074,194.5209909,0.753388075,1.057042703
283,0.456671524,31.13933056,15.73895398,74.07534668,2,16310.92315,68.03146789,0.023099438,40.79999924,5596.144531,1.810617328,591.1516724,15.23312855,1011.960449,2551.536133,13.38039303,13.38039303,1390.681152,18079,14.61173105,6236,0.76041625,-3.21296978,11.18811607,21323456,449288.3468,116.4049959,40.10499902,40.79999924,0,0,0.946033543,39.11066397,14.79862961,22.19794442,1.057044972,35.93952905,9.51340475,1.528098677,0.001870319,0,0.226361338,0,0,0,0.325157518,0.038129737,0,0,0.000624972,0.618240384,1.139802793,5.827660798,6.160099546,6435,6.802084396,2.81882604,0,0.946033543,0.079306848,0.676957588,0.715574614,16310.92315,74.07534668,0.618240384,1.057044972
284,0.305461574,46.90578311,26.15131555,61.03583512,0,28667.6226,19.95472896,0.012770921,41.09999847,5597.338867,1.812966466,586.6245117,15.22966576,1012.081665,2554.602539,13.36142731,13.36142731,1390.063354,118852.678,17.43728113,6085,0.583088571,-3.352941275,11.01788902,20923454,450140.6427,116.4149959,40.10499902,41.09999847,0,0,0.946031546,83.5067291,10.57047204,11.62751924,0,97.24834274,8.45637763,1.162171563,0,0,0.215256698,0,0,0,0.209462472,0,0,0,0.000624974,0.742776815,0.883534702,3.422183537,3.617409539,12054,12.74164699,1.901093129,0,0.946031546,0.214002779,2.681060624,2.834007636,28667.6226,61.03583512,0.742776815,0
285,0.552683277,51.42074556,32.17710612,37.3203353,3,16597.01022,60.34155998,0.022571422,41.29999924,5596.944336,1.812546611,582.7763672,15.23914242,1012.325989,2556.296387,13.36138344,13.36138344,1389.807739,18659,17.40029512,7239,0.796795,-3.411645651,10.94699097,20044016,450992.9383,116.4249959,40.10499902,41.29999924,0,0,0.946029582,47.56722289,13.74164217,9.513444577,1.057049397,58.13771686,5.285246987,1.313985813,0.01248921,0,0.195517839,0,0,0.000624995,0.337793449,0.017494481,0,0,0.009999394,0.706582794,1.10730613,3.767517592,3.982452201,5278,5.57910672,4.246061984,0,0.946029582,0.073401032,1.014557839,1.072437753,16597.01022,37.3203353,0.706582794,1.057049397
286,0.870056771,29.03839066,11.9078826,35.80492676,2,17849.57836,45.44960289,0.025797098,40.79999924,5596.445313,1.814010262,579.2374878,15.2376194,1012.362122,2558.296875,13.34959602,13.34959602,1389.290405,19227,10.13993271,8106,0.904162857,-3.373872042,10.99406815,20002328.58,451845.2337,116.4349959,40.10499902,40.79999924,0,0,0.946027653,0,2.114103107,0,1.057051553,5.285257767,0,0.900256051,0.001885429,0,0.162490414,0,0,0.001250053,0.666459163,0.013739563,0,0,0.010534557,0.736014274,0.918350624,1.191259412,1.259222612,602,0.636345035,1.345914704,0,0.946027653,0.027907177,0.218664889,0.23114006,17849.57836,35.80492676,0.736014274,1.057051553
287,0.577888828,29.12396351,11.86052343,110.6481066,6,19708.86994,37.06922398,0.02260518,40.59999847,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,17546,18.80978235,5023,0.70560125,-3.361311436,11.00991154,19828780,452697.5288,116.4449959,40.10499902,40.59999847,0,0,0.946025757,23.25518077,2.114107343,5.285268358,0,23.25518077,0,1.080073635,0.00062501,0,0.314341358,0,0,0,0.332518322,0.019377573,0,0,0.02756438,0.562772763,1.23344817,6.124786707,6.474228276,3911,4.134136909,1.994298578,0.422335724,0.946025757,0.117242287,0.936358977,0.989781695,19708.86994,110.6481066,0.562772763,0
288,0.571387756,35.78864599,19.57625404,60.06064521,4,13912.11611,80.96258163,0.026218159,40.40000153,5596.114746,1.81355226,575.1063232,15.24664497,1012.603577,2560.147705,13.34839058,13.34839058,1389.035156,19487,36.82154306,4479,0.690498649,-2.566583849,11.80700646,19954396,453549.8237,116.4549959,40.10499902,40.40000153,0,0,0.946023895,12.68466902,4.228223007,8.456446014,0,10.57055752,3.171167255,1.494126632,0.000625034,0.071463643,0.619018259,0,0,0,0.417978545,0.010625229,0,0,0,0.163203062,1.198814552,5.408811066,5.717414847,3769,3.984043129,2.582603719,0.945767438,0.946023895,0.112216978,1.094300894,1.156737054,13912.11611,60.06064521,0.163203062,0
289,0.60423667,50.5149875,32.82796842,35.2082422,10,18192.73207,54.95510707,0.026977642,40,5596.019531,1.810219646,570.1693726,15.27159786,1013.153625,2561.732422,13.36334896,13.36334896,1389.172974,118852.678,36.4262832,6086,0.7502875,-3.515121102,10.81680584,19169444,454402.1183,116.4649959,40.10499902,40,0,0,0.946022067,17.9699825,13.74175133,7.39940456,0,19.0270403,8.456462354,1.543252765,0.001250046,0,0.376148013,0,0,0,0.274589333,0.00062501,0,0,0,0.418972506,1.100140362,9.987320659,10.55717515,2173,2.296986587,2.771993083,0.946022067,0.946022067,0.085477349,1.146074801,1.211467301,18192.73207,35.2082422,0.418972506,0
290,0.796050772,44.60190548,31.49582036,20.36578684,6,16310.69437,77.0244673,0.033605933,39.90000153,5595.75,1.809715271,565.8173828,15.28011513,1013.392334,2563.729492,13.36098385,13.36098385,1388.918335,20343,25.12629334,6051.811182,0.899445833,-3.565586925,10.75463247,19834712,455254.4127,116.4749959,40.10499902,39.90000153,0,0,0.946020273,6.342358794,7.399418592,2.114119598,0,3.171179397,6.342358794,1.519528167,0.001249954,0,0.533438646,0,0,0,0.435890394,0.096856113,0,0,0.001249958,0.269628216,1.293395863,5.278581629,5.579776435,630,0.665947673,0.917850199,0.75911798,0.946020273,0.021437595,0.261573827,0.276499177,16310.69437,20.36578684,0.269628216,0
291,0.789281878,30.78018145,12.62496985,51.1042889,1,15508.50022,79.9381386,0.036865394,40.09999847,5595.440918,1.810135603,561.6082764,15.28296375,1013.526489,2565.909424,13.35245991,13.35245991,1388.533081,12796,9.107338905,6041,0.925125,-3.681831121,10.61148071,19398764,456106.7069,116.4849959,40.10499902,40.09999847,0,0,0.946018513,4.228247063,2.114123532,0,0,8.456494126,1.057061766,1.136916591,0.007500333,0,0.565987072,0,0,0,0.406598855,0.31693009,0,0,0.084364553,0.140259504,1.573041151,1.131136408,1.195681049,664,0.701889012,0.514749109,0.005787516,0.946018513,0.043648749,0.363550186,0.384295001,15508.50022,51.1042889,0.140259504,0
292,0.565106493,29.3139329,11.99890844,64.25112869,0,15258.33527,59.72597695,0.021528513,40.5,5594.887207,1.814330816,558.2459106,15.2639513,1013.245911,2568.609863,13.32103634,13.32103634,1387.624512,19161,12.07651329,6871,0.779144286,-3.803009629,10.46194839,19735490,456959.0008,116.4949959,40.10499902,40.5,0,0,0.946016787,13.74182803,7.399445863,4.228254779,0,20.0842102,7.399445863,1.470490969,0.0243643,0,0,0,0,0.010625041,0.3691327,0.030589933,0,0,0,0.981971493,0.631202447,0,0,1307,1.381582249,0.339970466,0,0.946016787,0.147445403,1.195816024,1.264053705,15258.33527,64.25112869,0.981971493,0
293,0.71604848,27.622032,8.113497792,108.8762667,2,11397.77222,123.4094411,0.029305019,41.09999847,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,19494,10.44129674,7277,0.75561875,-3.875883937,10.37130785,20002328.58,457811.2945,116.5049959,40.10499902,41.09999847,0,0,0.946015094,42.28262344,4.228262344,6.342393516,0,71.88045985,4.228262344,1.063671751,0.014403236,0,0.009994287,0,0,0.019380629,0.327482022,0.049341986,0,0,0.053044032,0.845242675,0.995459569,1.528423169,1.615643533,2092,2.211381206,0.142016563,0,0.946015094,0.133137796,0.995932513,1.052765986,11397.77222,108.8762667,0.845242675,0
294,0.824142393,27.738399,10.80116538,52.64826903,2,8841.247062,146.1480764,0.038408323,41.29999924,5596.17334,1.815772653,553.368103,15.25932312,1013.361389,2572.032227,13.29602146,13.29602146,1387.017456,118852.678,20.01112906,6825,0.848552857,-3.999328732,10.21833038,19712494,458663.588,116.5149959,40.10499902,41.29999924,0,0,0.946013436,13.74187671,2.114134879,2.114134879,1.057067439,29.5978883,1.057067439,1.096559162,0.019979303,0,0.323081212,0,0,0.008124626,0.273598861,0.166327282,0,0,0.121854432,0.411993806,1.757112607,4.156399704,4.393594792,600,0.634240464,0.860335038,0,0.946013436,0.097652586,0.742202846,0.784558462,8841.247062,52.64826903,0.411993806,1.057067439
